collection,collection_title,role,track,source_run,harness,model,metric,value,cases,cells,expected_cells,seeds,scoring_version,source_sha256,declared_judge,declared_judge_model,recorded_score_judges,recorded_score_instruments,rescored_from,measurement_status,measurement_note
captured,Captured historical outputs and scoring views,primary,generative,tui-generative-20260622-184430-367,claude_code,Claude Opus 4.8 (1M),g_score,0.4701,3,15,15,1,,39c4a4004d20d7178c6a5ed88870a2ef71d119a45cba4e111005f38523932b50,heuristic,heuristic-generative-v0 + CLIP visual,[],[],,recorded,
captured,Captured historical outputs and scoring views,primary,generative,tui-generative-20260622-184430-367,claude_code,Claude Opus 4.8 (1M),completeness,0.6667,3,15,15,1,,39c4a4004d20d7178c6a5ed88870a2ef71d119a45cba4e111005f38523932b50,heuristic,heuristic-generative-v0 + CLIP visual,[],[],,recorded,
captured,Captured historical outputs and scoring views,primary,generative,tui-generative-20260622-184430-367,claude_code,Claude Opus 4.8 (1M),build_rate,0.6667,3,15,15,1,,39c4a4004d20d7178c6a5ed88870a2ef71d119a45cba4e111005f38523932b50,heuristic,heuristic-generative-v0 + CLIP visual,[],[],,recorded,
captured,Captured historical outputs and scoring views,primary,generative,tui-generative-20260622-184430-367,opencode,GPT-5.5 / Opus 4.8,g_score,0.4809,3,15,15,1,,39c4a4004d20d7178c6a5ed88870a2ef71d119a45cba4e111005f38523932b50,heuristic,heuristic-generative-v0 + CLIP visual,[],[],,recorded,
captured,Captured historical outputs and scoring views,primary,generative,tui-generative-20260622-184430-367,opencode,GPT-5.5 / Opus 4.8,completeness,0.6667,3,15,15,1,,39c4a4004d20d7178c6a5ed88870a2ef71d119a45cba4e111005f38523932b50,heuristic,heuristic-generative-v0 + CLIP visual,[],[],,recorded,
captured,Captured historical outputs and scoring views,primary,generative,tui-generative-20260622-184430-367,opencode,GPT-5.5 / Opus 4.8,build_rate,0.6667,3,15,15,1,,39c4a4004d20d7178c6a5ed88870a2ef71d119a45cba4e111005f38523932b50,heuristic,heuristic-generative-v0 + CLIP visual,[],[],,recorded,
captured,Captured historical outputs and scoring views,primary,generative,tui-generative-20260622-184430-367,cortex_wrapped,GPT-5.5 via Codex,g_score,0.4954,3,15,15,1,,39c4a4004d20d7178c6a5ed88870a2ef71d119a45cba4e111005f38523932b50,heuristic,heuristic-generative-v0 + CLIP visual,[],[],,recorded,
captured,Captured historical outputs and scoring views,primary,generative,tui-generative-20260622-184430-367,cortex_wrapped,GPT-5.5 via Codex,completeness,0.6667,3,15,15,1,,39c4a4004d20d7178c6a5ed88870a2ef71d119a45cba4e111005f38523932b50,heuristic,heuristic-generative-v0 + CLIP visual,[],[],,recorded,
captured,Captured historical outputs and scoring views,primary,generative,tui-generative-20260622-184430-367,cortex_wrapped,GPT-5.5 via Codex,build_rate,0.6667,3,15,15,1,,39c4a4004d20d7178c6a5ed88870a2ef71d119a45cba4e111005f38523932b50,heuristic,heuristic-generative-v0 + CLIP visual,[],[],,recorded,
captured,Captured historical outputs and scoring views,primary,generative,tui-generative-20260622-184430-367,cortex_claude,Claude Opus 4.8 via Cortex,g_score,0.4954,3,15,15,1,,39c4a4004d20d7178c6a5ed88870a2ef71d119a45cba4e111005f38523932b50,heuristic,heuristic-generative-v0 + CLIP visual,[],[],,recorded,
captured,Captured historical outputs and scoring views,primary,generative,tui-generative-20260622-184430-367,cortex_claude,Claude Opus 4.8 via Cortex,completeness,0.6667,3,15,15,1,,39c4a4004d20d7178c6a5ed88870a2ef71d119a45cba4e111005f38523932b50,heuristic,heuristic-generative-v0 + CLIP visual,[],[],,recorded,
captured,Captured historical outputs and scoring views,primary,generative,tui-generative-20260622-184430-367,cortex_claude,Claude Opus 4.8 via Cortex,build_rate,0.6667,3,15,15,1,,39c4a4004d20d7178c6a5ed88870a2ef71d119a45cba4e111005f38523932b50,heuristic,heuristic-generative-v0 + CLIP visual,[],[],,recorded,
captured,Captured historical outputs and scoring views,primary,project,tui-project-20260622-235136-462,claude_code,Claude Opus 4.8 (1M),composite,0.6737,1,5,5,1,,44530a9350b5cd616668720f7d03d21f318520bc4a402d07c90ce58f82b5955b,clip:clip-ViT-B-32,clip:clip-ViT-B-32,[],[],,recorded,
captured,Captured historical outputs and scoring views,primary,project,tui-project-20260622-235136-462,claude_code,Claude Opus 4.8 (1M),functional,0.4545,1,5,5,1,,44530a9350b5cd616668720f7d03d21f318520bc4a402d07c90ce58f82b5955b,clip:clip-ViT-B-32,clip:clip-ViT-B-32,[],[],,recorded,
captured,Captured historical outputs and scoring views,primary,project,tui-project-20260622-235136-462,claude_code,Claude Opus 4.8 (1M),vertex,0.4512,1,5,5,1,,44530a9350b5cd616668720f7d03d21f318520bc4a402d07c90ce58f82b5955b,clip:clip-ViT-B-32,clip:clip-ViT-B-32,[],[],,recorded,
captured,Captured historical outputs and scoring views,primary,project,tui-project-20260622-235136-462,codex_cli_raw,GPT-5.5,composite,0.7212,1,5,5,1,,44530a9350b5cd616668720f7d03d21f318520bc4a402d07c90ce58f82b5955b,clip:clip-ViT-B-32,clip:clip-ViT-B-32,[],[],,recorded,
captured,Captured historical outputs and scoring views,primary,project,tui-project-20260622-235136-462,codex_cli_raw,GPT-5.5,functional,0.5455,1,5,5,1,,44530a9350b5cd616668720f7d03d21f318520bc4a402d07c90ce58f82b5955b,clip:clip-ViT-B-32,clip:clip-ViT-B-32,[],[],,recorded,
captured,Captured historical outputs and scoring views,primary,project,tui-project-20260622-235136-462,codex_cli_raw,GPT-5.5,vertex,0.5214,1,5,5,1,,44530a9350b5cd616668720f7d03d21f318520bc4a402d07c90ce58f82b5955b,clip:clip-ViT-B-32,clip:clip-ViT-B-32,[],[],,recorded,
captured,Captured historical outputs and scoring views,primary,project,tui-project-20260622-235136-462,cortex_claude,Claude Opus 4.8 via Cortex,composite,0.6533,1,5,5,1,,44530a9350b5cd616668720f7d03d21f318520bc4a402d07c90ce58f82b5955b,clip:clip-ViT-B-32,clip:clip-ViT-B-32,[],[],,recorded,
captured,Captured historical outputs and scoring views,primary,project,tui-project-20260622-235136-462,cortex_claude,Claude Opus 4.8 via Cortex,functional,0.4545,1,5,5,1,,44530a9350b5cd616668720f7d03d21f318520bc4a402d07c90ce58f82b5955b,clip:clip-ViT-B-32,clip:clip-ViT-B-32,[],[],,recorded,
captured,Captured historical outputs and scoring views,primary,project,tui-project-20260622-235136-462,cortex_claude,Claude Opus 4.8 via Cortex,vertex,0.4199,1,5,5,1,,44530a9350b5cd616668720f7d03d21f318520bc4a402d07c90ce58f82b5955b,clip:clip-ViT-B-32,clip:clip-ViT-B-32,[],[],,recorded,
captured,Captured historical outputs and scoring views,primary,project,tui-project-20260622-235136-462,cortex_wrapped,GPT-5.5 via Codex,composite,0.6799,1,5,5,1,,44530a9350b5cd616668720f7d03d21f318520bc4a402d07c90ce58f82b5955b,clip:clip-ViT-B-32,clip:clip-ViT-B-32,[],[],,recorded,
captured,Captured historical outputs and scoring views,primary,project,tui-project-20260622-235136-462,cortex_wrapped,GPT-5.5 via Codex,functional,0.4545,1,5,5,1,,44530a9350b5cd616668720f7d03d21f318520bc4a402d07c90ce58f82b5955b,clip:clip-ViT-B-32,clip:clip-ViT-B-32,[],[],,recorded,
captured,Captured historical outputs and scoring views,primary,project,tui-project-20260622-235136-462,cortex_wrapped,GPT-5.5 via Codex,vertex,0.4776,1,5,5,1,,44530a9350b5cd616668720f7d03d21f318520bc4a402d07c90ce58f82b5955b,clip:clip-ViT-B-32,clip:clip-ViT-B-32,[],[],,recorded,
captured,Captured historical outputs and scoring views,primary,project,tui-project-20260622-235136-462,opencode,GPT-5.5,composite,0.7071,1,5,5,1,,44530a9350b5cd616668720f7d03d21f318520bc4a402d07c90ce58f82b5955b,clip:clip-ViT-B-32,clip:clip-ViT-B-32,[],[],,recorded,
captured,Captured historical outputs and scoring views,primary,project,tui-project-20260622-235136-462,opencode,GPT-5.5,functional,0.7273,1,5,5,1,,44530a9350b5cd616668720f7d03d21f318520bc4a402d07c90ce58f82b5955b,clip:clip-ViT-B-32,clip:clip-ViT-B-32,[],[],,recorded,
captured,Captured historical outputs and scoring views,primary,project,tui-project-20260622-235136-462,opencode,GPT-5.5,vertex,0.507,1,5,5,1,,44530a9350b5cd616668720f7d03d21f318520bc4a402d07c90ce58f82b5955b,clip:clip-ViT-B-32,clip:clip-ViT-B-32,[],[],,recorded,
captured,Captured historical outputs and scoring views,primary,repo,tui-repo-20260622-184430-368,codex_cli_raw,GPT-5.5,composite,0.9776,11,55,55,,,40472e4a98bd8b179ccfea4de80c5e003dfae388379be74ceda0c3587fcaeff5,,,[],[],,recorded,
captured,Captured historical outputs and scoring views,primary,repo,tui-repo-20260622-184430-368,codex_cli_raw,GPT-5.5,strict_rate,1.0,11,55,55,,,40472e4a98bd8b179ccfea4de80c5e003dfae388379be74ceda0c3587fcaeff5,,,[],[],,recorded,
captured,Captured historical outputs and scoring views,primary,repo,tui-repo-20260622-184430-368,codex_cli_raw,GPT-5.5,resolution_rate,1.0,11,55,55,,,40472e4a98bd8b179ccfea4de80c5e003dfae388379be74ceda0c3587fcaeff5,,,[],[],,recorded,
captured,Captured historical outputs and scoring views,primary,repo,tui-repo-20260622-184430-368,claude_code,Claude Opus 4.8 (1M),composite,0.9773,11,55,55,,,40472e4a98bd8b179ccfea4de80c5e003dfae388379be74ceda0c3587fcaeff5,,,[],[],,recorded,
captured,Captured historical outputs and scoring views,primary,repo,tui-repo-20260622-184430-368,claude_code,Claude Opus 4.8 (1M),strict_rate,1.0,11,55,55,,,40472e4a98bd8b179ccfea4de80c5e003dfae388379be74ceda0c3587fcaeff5,,,[],[],,recorded,
captured,Captured historical outputs and scoring views,primary,repo,tui-repo-20260622-184430-368,claude_code,Claude Opus 4.8 (1M),resolution_rate,1.0,11,55,55,,,40472e4a98bd8b179ccfea4de80c5e003dfae388379be74ceda0c3587fcaeff5,,,[],[],,recorded,
captured,Captured historical outputs and scoring views,primary,repo,tui-repo-20260622-184430-368,opencode,GPT-5.5 / Opus 4.8,composite,0.8888,11,55,55,,,40472e4a98bd8b179ccfea4de80c5e003dfae388379be74ceda0c3587fcaeff5,,,[],[],,recorded,
captured,Captured historical outputs and scoring views,primary,repo,tui-repo-20260622-184430-368,opencode,GPT-5.5 / Opus 4.8,strict_rate,0.9091,11,55,55,,,40472e4a98bd8b179ccfea4de80c5e003dfae388379be74ceda0c3587fcaeff5,,,[],[],,recorded,
captured,Captured historical outputs and scoring views,primary,repo,tui-repo-20260622-184430-368,opencode,GPT-5.5 / Opus 4.8,resolution_rate,0.9091,11,55,55,,,40472e4a98bd8b179ccfea4de80c5e003dfae388379be74ceda0c3587fcaeff5,,,[],[],,recorded,
captured,Captured historical outputs and scoring views,primary,repo,tui-repo-20260622-184430-368,cortex_wrapped,GPT-5.5 via Codex,composite,0.9785,11,55,55,,,40472e4a98bd8b179ccfea4de80c5e003dfae388379be74ceda0c3587fcaeff5,,,[],[],,recorded,
captured,Captured historical outputs and scoring views,primary,repo,tui-repo-20260622-184430-368,cortex_wrapped,GPT-5.5 via Codex,strict_rate,1.0,11,55,55,,,40472e4a98bd8b179ccfea4de80c5e003dfae388379be74ceda0c3587fcaeff5,,,[],[],,recorded,
captured,Captured historical outputs and scoring views,primary,repo,tui-repo-20260622-184430-368,cortex_wrapped,GPT-5.5 via Codex,resolution_rate,1.0,11,55,55,,,40472e4a98bd8b179ccfea4de80c5e003dfae388379be74ceda0c3587fcaeff5,,,[],[],,recorded,
captured,Captured historical outputs and scoring views,primary,repo,tui-repo-20260622-184430-368,cortex_claude,Claude Opus 4.8 via Cortex,composite,0.9777,11,55,55,,,40472e4a98bd8b179ccfea4de80c5e003dfae388379be74ceda0c3587fcaeff5,,,[],[],,recorded,
captured,Captured historical outputs and scoring views,primary,repo,tui-repo-20260622-184430-368,cortex_claude,Claude Opus 4.8 via Cortex,strict_rate,1.0,11,55,55,,,40472e4a98bd8b179ccfea4de80c5e003dfae388379be74ceda0c3587fcaeff5,,,[],[],,recorded,
captured,Captured historical outputs and scoring views,primary,repo,tui-repo-20260622-184430-368,cortex_claude,Claude Opus 4.8 via Cortex,resolution_rate,1.0,11,55,55,,,40472e4a98bd8b179ccfea4de80c5e003dfae388379be74ceda0c3587fcaeff5,,,[],[],,recorded,
